###############################################
## SELF-CONSISTENT PROTEIN DOMAIN ##
## CLASSIFICATION OF STRUCTURES ##
## For Step 2111 at similarity 6.78 ##
###############################################
# More details at: 
# Pascual-García A, Abia D, Ortiz ÁR, Bastolla U, 2009
# Cross-Over between Discrete and Continuous Protein Structure Space: Insights into Automatic Classification and Networks of Protein Structures
# PLoS Comput Biol 5(3): e1000331. doi:10.1371/journal.pcbi.1000331
###############################################
# ***** Set Features:	 #
# * Alignment: Mammoth Multiple.	 #
# * Similarity Score: Contact Overlap 6 #
# * Score Length Normalization: Gaussian #
# * Clustering: Average Linkage	 # 
# * Set: SCOP-CATH Consensus (2890 domains) #
# ***** #
############################################### 
#
# ***********************************
# Cluster Identifier: Clus> 1 
# SCOP domains Length Average 394.4
# CATH domains Length Average 394.4
# Number of domains: 17
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 4
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 3
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
# SCOP domains Length Average 331.7
# CATH domains Length Average 331.7
# Number of domains: 3
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
5 1dysa_ 51988 51989 51990 345 1dysA00 32020 3202040 32020402 345
5 1oc7a_ 51988 51989 51990 364 1oc7A00 32020 3202040 32020401 364
5 1tml__ 51988 51989 51990 286 2bogX00 32020 3202040 32020403 280
# ***********************************
# Cluster Identifier: Clus> 6 
# SCOP domains Length Average 533.5
# CATH domains Length Average 533.5
# Number of domains: 2
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
6 1c8da_ 88632 88645 88646 548 4dpvZ00 217030 21703010 217030101 559
6 1lp3a_ 88632 88645 88646 519 1lp3A00 217030 21703010 217030102 519
# ***********************************
# Cluster Identifier: Clus> 7 
# SCOP domains Length Average 322.4
# CATH domains Length Average 322.4
# Number of domains: 5
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
7 1ga6a_ 52742 52743 52764 369 1ga6A00 34050 34050200 340502005 369
7 1gt91_ 52742 52743 52764 357 1t1gA00 34050 34050200 340502006 357
7 1gci__ 52742 52743 52744 269 1gci000 34050 34050200 340502001 269
7 1ot5a2 52742 52743 52744 338 1r64A01 34050 34050200 340502007 339
7 1ic6a_ 52742 52743 52744 279 1ic6A00 34050 34050200 340502002 279
# ***********************************
# Cluster Identifier: Clus> 8 
# SCOP domains Length Average 295.2
# CATH domains Length Average 295.2
# Number of domains: 6
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
8 1auia_ 56299 56300 56310 378 1auiA00 36021 3602110 36021109 378
8 1jk7a_ 56299 56300 56310 294 1jk7A00 36021 3602110 36021102 294
8 1nnwa_ 56299 56300 82803 251 1nnwB00 36021 3602110 36021104 252
8 1g5ba_ 56299 56300 56310 219 1g5bB00 36021 3602110 36021108 221
8 1ush_2 56299 56300 56307 327 1hp1A01 36021 3602110 36021103 328
8 1utea_ 56299 56300 56301 302 1uteA00 36021 3602110 36021101 302
# ***********************************
# Cluster Identifier: Clus> 9 
# SCOP domains Length Average 399.7
# CATH domains Length Average 399.7
# Number of domains: 3
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
9 1cnza_ 53658 53659 53660 363 1cnzA00 340718 34071810 340718102 363
9 1hqsa_ 53658 53659 53660 423 1hqsA00 340718 34071810 340718101 422
9 1lwda_ 53658 53659 53660 413 1lwdA00 340718 34071810 340718103 413
# ***********************************
# Cluster Identifier: Clus> 10 
# SCOP domains Length Average 317.8
# CATH domains Length Average 317.8
# Number of domains: 126
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 21
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 16
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
10 1a0ca_ 51350 51658 51665 437 1a0cA00 32020 32020150 320201506 437
10 1muwa_ 51350 51658 51665 386 1muwA00 32020 32020150 320201501 386
10 1d8wa_ 51350 51658 51662 402 1d8wC00 32020 32020150 320201502 393
10 1i60a_ 51350 51658 75090 278 1i60A00 32020 32020150 320201504 272
10 1k77a_ 51350 51658 75093 260 1k77A00 32020 32020150 320201505 256
10 1qtwa_ 51350 51658 51659 285 1qtwA00 32020 32020150 320201503 285
10 1h09a2 51350 51445 63912 189 1h09A01 32020 3202080 320208067 187
10 1jfxa_ 51350 51445 63912 217 1jfxA00 32020 3202080 320208060 217
10 1ak5_1 51350 51412 51413 329 1me8A00 32020 3202070 320207056 356
10 1jr1a1 51350 51412 51413 362 1jr1B00 32020 3202070 320207068 368
10 1p0ka_ 51350 51395 51396 306 1p0kA00 32020 3202070 320207033 306
10 1d3ga_ 51350 51395 51396 360 1d3gA00 32020 3202070 320207046 360
10 1ep3a_ 51350 51395 51396 311 1ep3A00 32020 3202070 320207044 311
10 2dora_ 51350 51395 51396 311 1jubA01 32020 3202070 32020704 267
10 1gtea2 51350 51395 51396 307 1gteB05 32020 3202070 320207019 306
10 1gvoa_ 51350 51395 51396 362 1vyrA00 32020 3202070 320207014 363
10 1b5ta_ 51350 51730 51731 275 1zp4A00 32020 32020220 320202201 282
10 1lt8a_ 51350 82282 82283 348 1lt7B00 32020 32020330 320203302 315
10 1f74a_ 51350 51569 51570 293 1f6kC00 32020 3202070 32020707 285
10 1m3ua_ 51350 51621 89503 262 1m3uA00 32020 3202060 32020603 262
10 1muma_ 51350 51621 88704 289 1xg4D00 32020 3202060 32020601 283
10 1pyma_ 51350 51621 88704 291 1s2wA00 32020 3202060 32020602 258
10 1nvma2 51350 51569 89494 289 1nvmA01 32020 3202070 320207010 270
10 1dbta_ 51350 51366 51375 237 1dbtA00 32020 3202070 320207060 237
10 1kv8a_ 51350 51366 51375 213 1q6oB00 32020 3202070 320207017 215
10 1dqwa_ 51350 51366 51375 267 1dqwA00 32020 3202070 320207034 267
10 1euaa_ 51350 51569 51570 213 1wbhB00 32020 3202070 320207038 214
10 1m5wa_ 51350 63892 63893 242 1m5wA00 32020 3202070 320207041 242
10 2tpsa_ 51350 51391 51392 226 2tpsB00 32020 3202070 320207011 227
10 1i4na_ 51350 51366 51381 251 1i4nA00 32020 3202070 320207057 251
10 1pii_1 51350 51366 51381 254 1pii001 32020 3202070 320207029 261
10 1qopa_ 51350 51366 51381 265 1qopA00 32020 3202070 32020706 265
10 1qo2a_ 51350 51366 51367 238 1qo2A00 32020 3202070 320207040 238
10 1thfd_ 51350 51366 51367 253 1thfD00 32020 3202070 32020708 253
10 1nsj__ 51350 51366 51381 205 1nsj000 32020 3202070 320207059 205
10 1pii_2 51350 51366 51381 198 1pii002 32020 3202070 320207061 191
10 1gzga_ 51350 51569 51594 329 1w5qB00 32020 3202070 320207013 319
10 1jcla_ 51350 51569 51570 252 1p1xB00 32020 3202070 32020702 251
10 1n7ka_ 51350 51569 51570 234 1n7kA00 32020 3202070 320207045 234
10 1ub3a_ 51350 51569 51570 211 1ub3A00 32020 3202070 320207028 211
10 1n55a_ 51350 51351 51352 249 1n55A00 32020 3202070 32020701 249
10 1gk8a1 51350 51649 51650 326 1wddA02 32020 32020110 320201101 313
10 5ruba1 51350 51649 51650 311 5rubA02 32020 32020110 320201102 294
10 1dosa_ 51350 51569 51591 358 1dosA00 32020 3202070 320207048 358
10 1gvfa_ 51350 51569 51591 273 1gvfB00 32020 3202070 32020703 275
10 1epxa_ 51350 51569 51570 357 1epxA00 32020 3202070 320207054 357
10 1eexa_ 51350 51703 51710 551 1eexA00 32020 32020350 320203501 551
10 1eyea_ 51350 51717 51718 256 1eyeA00 32020 3202020 32020202 256
10 1f6ya_ 51350 51717 51723 258 1f6yA00 32020 3202020 32020203 258
10 1jcxa_ 51350 51569 51599 255 1pe1A00 32020 3202070 320207021 258
10 1qfea_ 51350 51569 51570 252 1gqnA00 32020 3202070 320207025 252
10 1dxea_ 51350 51621 51638 253 1dxeA00 32020 3202060 32020604 253
10 1izca_ 51350 51621 51638 299 1izcA00 32020 3202060 32020606 299
10 1kbla1 51350 51621 51629 364 1kblA04 32020 3202060 320206010 342
10 1i2oa_ 51350 51569 51570 316 1onrA00 32020 3202070 320207037 316
10 1l6wa_ 51350 51569 51570 220 1l6wA00 32020 3202070 320207049 220
10 1o1za_ 51350 51695 89508 226 1o1zA00 32020 32020190 320201906 226
10 1fhua1 51350 51604 51609 208 1r6wA01 32020 32020120 3202012010 198
10 1jpdx1 51350 51604 51609 208 1jpdX02 32020 32020120 3202012011 207
10 1jpma1 51350 51604 51609 234 1tkkA02 32020 32020120 320201208 244
10 2mnr_1 51350 51604 51609 227 1mdl002 32020 32020120 320201207 230
10 1kkoa1 51350 51604 51609 251 1kkoA02 32020 32020120 320201201 238
10 1iq8a1 51350 51713 51714 355 1iq8A01 32020 32020105 320201052 355
10 1k4ga_ 51350 51713 51714 372 1r5yA00 32020 32020105 320201051 361
10 1iexa1 51350 51445 51553 388 1x38A01 32020 32020300 320203001 373
10 1bag_2 51350 51445 51446 347 1ua7A01 32020 3202080 320208040 344
10 1hx0a2 51350 51445 51446 403 1hx0A01 32020 3202080 320208016 402
10 1gcya2 51350 51445 51446 354 1gcyA01 32020 3202080 320208010 357
10 1ht6a2 51350 51445 51446 347 1ht6A01 32020 3202080 320208012 346
10 1bf2_3 51350 51445 51446 475 1bf2002 32020 3202080 320208062 474
10 1eh9a3 51350 51445 51446 400 1eh9A01 32020 3202080 320208061 362
10 1m7xa3 51350 51445 51446 371 1m7xD02 32020 3202080 320208039 359
10 1ji1a3 51350 51445 51446 432 1ji1A02 32020 3202080 320208035 423
10 1ji2a3 51350 51445 51446 382 1bvzA02 32020 3202080 320208058 326
10 1qhoa4 51350 51445 51446 407 1qhoA01 32020 3202080 320208030 401
10 7taa_2 51350 51445 51446 381 2guyA01 32020 3202080 320208013 374
10 1gjwa2 51350 51445 51446 572 1gjwA01 32020 3202080 320208068 568
10 1j93a_ 51350 51726 51727 343 1j93A00 32020 32020210 320202102 343
10 1uroa_ 51350 51726 51727 357 1r3sA00 32020 32020210 320202101 356
10 1uasa2 51350 51445 51446 273 1uasA01 32020 3202070 32020705 274
10 1bhga3 51350 51445 51487 304 1bhgA03 32020 3202080 320208064 303
10 1jz8a5 51350 51445 51487 292 1jz7A03 32020 3202080 320208032 291
10 1qnra_ 51350 51445 51487 344 1qnrA00 32020 3202080 32020805 344
10 1bqca_ 51350 51445 51487 302 1bqcA00 32020 3202080 320208027 302
10 1ecea_ 51350 51445 51487 358 1eceA00 32020 3202080 320208043 358
10 7a3ha_ 51350 51445 51487 300 7a3hA00 32020 3202080 32020804 300
10 1ceo__ 51350 51445 51487 332 1ceo000 32020 3202080 320208033 332
10 1edg__ 51350 51445 51487 380 1edg000 32020 3202080 320208017 380
10 1h1na_ 51350 51445 51487 305 1h1nA00 32020 3202080 320208011 305
10 1cz1a_ 51350 51445 51487 394 1cz1A00 32020 3202080 320208034 394
10 1clxa_ 51350 51445 51487 345 1w32A00 32020 3202080 32020802 346
10 1xyza_ 51350 51445 51487 320 1xyzA00 32020 3202080 320208015 320
10 1hiza_ 51350 51445 51487 375 1r85A00 32020 3202080 32020806 371
10 1i1wa_ 51350 51445 51487 303 1i1wA00 32020 3202080 32020803 302
10 1e4mm_ 51350 51445 51521 499 1e4mM00 32020 3202080 320208050 499
10 1ug6a_ 51350 51445 51521 426 1ug6A00 32020 3202080 32020809 426
10 1pbga_ 51350 51445 51521 454 1pbgA00 32020 3202080 320208066 454
10 1foba_ 51350 51445 51487 334 1fobA00 32020 3202080 320208028 334
10 1ogsa2 51350 51445 51487 354 2nt0A01 32020 3202080 320208025 380
10 1byb__ 51350 51445 51446 491 1wdpA00 32020 3202080 320208052 493
10 1j18a2 51350 51445 51446 417 1vemA01 32020 3202080 320208042 416
10 1kwga2 51350 51445 51446 393 1kwgA01 32020 3202080 320208021 394
10 1cnv__ 51350 51445 51534 283 1cnv000 32020 3202080 320208041 283
10 1om0a_ 51350 51445 51534 274 1ta3A00 32020 3202080 320208051 274
10 1nar__ 51350 51445 51534 289 1nar000 32020 3202080 320208046 289
10 1edqa2 51350 51445 51534 358 1edqA02 32020 3202080 32020808 355
10 1itxa1 51350 51445 51534 347 1itxA01 32020 3202080 32020801 346
10 1jnda1 51350 51445 51534 308 1jndA01 32020 3202080 320208018 306
10 1edt__ 51350 51445 51534 265 1edt000 32020 3202080 320208056 265
10 2ebn__ 51350 51445 51534 285 2ebn000 32020 3202080 320208055 285
10 1eoka_ 51350 51445 51534 282 1eokA00 32020 3202080 320208054 282
10 1nowa1 51350 51445 51550 349 1nowA02 32020 3202080 320208038 351
10 1qba_3 51350 51445 51550 443 1c7sA03 32020 3202080 320208059 484
10 1fcqa_ 51350 51445 69387 314 1fcqA00 32020 3202070 320207022 314
10 1odza_ 51350 51445 51487 379 1odzA00 32020 3202080 32020807 379
10 1exba_ 51350 51430 51431 326 1zsxA00 32020 32020100 320201006 323
10 1lqaa_ 51350 51430 51431 346 1lqaA00 32020 32020100 320201005 346
10 1gvea_ 51350 51430 51431 324 1gveA00 32020 32020100 320201002 324
10 1og6a_ 51350 51430 51431 298 1ur3M00 32020 32020100 320201008 291
10 1hw6a_ 51350 51430 51431 257 1m9hA00 32020 32020100 320201007 277
10 1jeza_ 51350 51430 51431 300 1mi3A00 32020 32020100 320201003 319
10 1ezwa_ 51350 51679 51687 347 1ezwA00 32020 3202030 32020304 347
10 1m41a_ 51350 51679 82275 328 1m41A00 32020 3202030 32020305 328
10 1luca_ 51350 51679 51680 326 1lucA00 32020 3202030 32020302 326
10 1lucb_ 51350 51679 51680 320 1lucB00 32020 3202030 32020301 320
10 1nfp__ 51350 51679 51683 228 1nfp000 32020 3202030 32020306 228
# ***********************************
# Cluster Identifier: Clus> 11 
# SCOP domains Length Average 405.0
# CATH domains Length Average 405.0
# Number of domains: 11
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
11 1cpt__ 48263 48264 48265 412 1cpt000 110630 11063010 1106301014 412
11 1jfba_ 48263 48264 48265 399 1jfbA00 110630 11063010 110630101 399
11 1lfka_ 48263 48264 48265 375 1lfkA00 110630 11063010 1106301010 375
11 1jipa_ 48263 48264 48265 403 1z8oA00 110630 11063010 110630106 402
11 1io7a_ 48263 48264 48265 366 1io7A00 110630 11063010 110630107 366
11 1n40a_ 48263 48264 48265 395 1n40A00 110630 11063010 110630102 395
11 1dz4a_ 48263 48264 48265 404 1yrcA00 110630 11063010 110630104 405
11 1e9xa_ 48263 48264 48265 449 1x8vA00 110630 11063010 110630105 429
11 1jpza_ 48263 48264 48265 456 2ij2B00 110630 11063010 110630103 448
11 1n97a_ 48263 48264 48265 385 1n97A00 110630 11063010 1106301011 385
11 1izoa_ 48263 48264 48265 411 1izoA00 110630 11063010 1106301013 411
# ***********************************
# Cluster Identifier: Clus> 12 
# SCOP domains Length Average 318.0
# CATH domains Length Average 318.0
# Number of domains: 2
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
12 1bg2__ 52539 52540 52641 323 1bg2000 340850 34085010 340850103 323
12 1f9va_ 52539 52540 52641 313 1f9vA00 340850 34085010 340850101 313
# ***********************************
# Cluster Identifier: Clus> 13 
# SCOP domains Length Average 324.1
# CATH domains Length Average 324.1
# Number of domains: 28
# Number of SCOP Folds: 2
# Number of SCOP Superfamilies: 5
# Number of CATH Topologies: 2
# Number of CATH Superfamilies: 5
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
13 1bhe__ 51125 51126 51137 376 1bhe000 216020 21602010 216020107 376
13 1rmg__ 51125 51126 51137 422 1rmg000 216020 21602010 2160201013 422
13 1hg8a_ 51125 51126 51137 349 1hg8A00 216020 21602010 216020105 349
13 1k5ca_ 51125 51126 51137 333 1k5cA00 216020 21602010 216020101 333
13 1qq1a_ 51125 51126 51150 543 1tyv000 216020 21602020 216020201 542
13 1h80a_ 51125 51126 69333 433 1h80B00 216020 21602010 2160201010 430
13 1daba_ 51125 51126 51153 539 1dabA00 216020 21602020 216020202 539
13 1dbga_ 51125 51126 51144 481 1oflA00 216020 21602010 2160201015 480
13 1bn8a_ 51125 51126 51127 399 1bn8A00 216020 21602010 216020108 399
13 1jtaa_ 51125 51126 51127 361 1pe9A00 216020 21602010 216020102 361
13 1o88a_ 51125 51126 51127 353 1o88A00 216020 21602010 2160201011 353
13 1qcxa_ 51125 51126 51133 359 1qcxA00 216020 21602010 216020104 359
13 1gq8a_ 51125 51126 51147 319 1gq8A00 216020 21602010 216020109 318
13 1qjva_ 51125 51126 51147 342 1qjvA00 216020 21602010 2160201014 342
13 1ee6a_ 51125 51126 51127 197 1ee6A00 216020 21602010 2160201016 197
13 1k4za_ 51125 69340 69341 157 1k4zA00 216020 21602070 216020701 157
13 1ofda1 51125 69336 69337 268 1ofeB04 216020 21602060 216020601 280
13 1a4ya_ 52046 52047 52048 460 2bexA00 38010 3801010 380101013 456
13 1yrga_ 52046 52047 52052 343 2ca6A00 38010 3801010 38010107 344
13 1jl5a_ 52046 52058 69433 353 1jl5A00 38010 3801010 38010108 353
13 1ozna_ 52046 52058 75142 284 1oznA00 38010 3801010 38010101 284
13 1p9ag_ 52046 52058 75142 266 1p9aG00 38010 3801010 38010102 266
13 1ogqa_ 52046 52058 89569 313 1ogqA00 38010 3801010 38010103 313
13 1h6ta2 52046 52058 52059 210 1h6tA01 38010 3801010 38010104 215
13 1a9na_ 52046 52058 52068 162 1a9nC00 38010 3801010 380101010 174
13 1dcea3 52046 52058 52062 124 1dceA03 38010 3801010 380101011 136
13 1koha1 52046 52058 52065 162 1fo1B00 38010 3801010 380101014 163
13 1io0a_ 52046 52047 52048 166 1io0A00 38010 3801010 38010106 166
# ***********************************
# Cluster Identifier: Clus> 14 
# SCOP domains Length Average 293.5
# CATH domains Length Average 293.5
# Number of domains: 2
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
14 1dpga2 55346 55347 55376 290 1dpgA02 330360 33036010 3303601018 309
14 1qkia2 55346 55347 55376 297 2bh9A02 330360 33036010 3303601019 295
# ***********************************
# Cluster Identifier: Clus> 15 
# SCOP domains Length Average 246.3
# CATH domains Length Average 246.3
# Number of domains: 3
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
15 1jd0a_ 51068 51069 51070 260 1jd0B00 310200 31020010 310200102 259
15 1mooa_ 51068 51069 51070 256 1lugA00 310200 31020010 310200101 259
15 1kopa_ 51068 51069 51070 223 1kopA00 310200 31020010 310200103 223
# ***********************************
# Cluster Identifier: Clus> 16 
# SCOP domains Length Average 234.8
# CATH domains Length Average 234.8
# Number of domains: 8
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 3
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 3
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
16 1b8oa_ 53162 53167 53168 280 3pnp000 34050 340501580 3405015803 263
16 1g2oa_ 53162 53167 53168 262 1g2oA00 34050 340501580 3405015806 262
16 1cb0a_ 53162 53167 53168 268 1cb0A00 34050 340501580 3405015807 268
16 1je0a_ 53162 53167 53168 226 1je0C00 34050 340501580 3405015805 227
16 1k9sa_ 53162 53167 53168 237 1vhwA00 34050 340501580 3405015801 237
16 1lx7a_ 53162 53167 53168 250 1rxyA00 34050 340501580 3405015802 250
16 1cfza_ 53162 53163 53164 162 1cfzA00 34050 340501450 3405014501 162
16 2pth__ 53162 53178 53179 193 2pth000 34050 340501470 3405014701 193
# ***********************************
# Cluster Identifier: Clus> 17 
# SCOP domains Length Average 286.3
# CATH domains Length Average 286.3
# Number of domains: 3
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 2
# Number of CATH Superfamilies: 2
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
17 1cfr__ 52979 52980 52999 283 1cfr000 34091 3409110 34091102 283
17 1knva_ 52979 52980 52999 290 1knvA00 34091 3409110 34091103 290
17 1fiua_ 52979 52980 53008 286 1fiuA00 34050 3405010010 34050100101 286
# ***********************************
# Cluster Identifier: Clus> 18 
# SCOP domains Length Average 660.0
# CATH domains Length Average 660.0
# Number of domains: 2
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 1
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 1
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
18 1h16a_ 51997 51998 51999 759 1h16A00 32070 3207020 32070201 759
18 1hk8a_ 51997 51998 52005 561 1hk8A00 32070 3207020 32070203 561
# ***********************************
# Cluster Identifier: Clus> 19 
# SCOP domains Length Average 322.7
# CATH domains Length Average 322.7
# Number of domains: 12
# Number of SCOP Folds: 1
# Number of SCOP Superfamilies: 2
# Number of CATH Topologies: 1
# Number of CATH Superfamilies: 3
# Clust Id. /SCOP: Id, Fold, Spf, Family, Length. /CATH: Id,Topology, Spf, S35, Length.
#
19 1cb8a3 49993 74650 50006 264 1cb8A02 27098 2709810 27098109 246
19 1n7oa3 49993 74650 50006 274 1n7oA01 27098 2709810 27098104 257
19 1hn0a4 49993 74650 50006 281 1hn0A03 27098 2709810 27098105 281
19 1ivwa1 49993 49998 49999 417 1w6gA03 27098 2709820 27098201 423
19 1ksia1 49993 49998 49999 441 1ksiA03 27098 2709820 27098203 415
19 1oaca1 49993 49998 49999 424 1oacA03 27098 2709820 27098202 409
19 1jova_ 49993 74650 89279 269 1jovA00 27098 2709810 27098103 269
19 1lura_ 49993 74650 74911 325 1lurA00 27098 2709810 27098106 323
19 1nsza_ 49993 74650 74911 340 1nsxA00 27098 2709810 27098107 339
19 1jz8a4 49993 74650 49995 293 1jz8A05 27098 2709810 27098102 293
19 1lf6a2 49993 74650 82042 277 1lf6A01 27098 2709810 27098108 273
19 1h54a2 49993 74650 63733 267 1h54A01 27098 2709840 27098401 268
# ***********************************
# Cluster Identifier: Clus> 20 
# SCOP domains Length Average 228.7
